id,left,top,mean_x,mean_y,mean_ndvi,stddev_ndvi,ndvi_water,ndvi_sand,ndvi_wasteland,ndvi_grass,ndvi_argoforests,ndvi_forest,mean_ndwi,stddev_ndwi,mean_ndbi,stddev_ndbi,mean_ui,stddev_ui,mean_laterite,stddev_laterite,mean_biotite,stddev_biotite,mean_fe3+,stddev_fe3+,mean_gossan,stddev_gossan,mean_fe2+,stddev_fe2+,mean_elv,std_elv,average_jan,average_feb,average_march,average_april,average_may,average_june,average_july,average_aug,average_sep,average_oct,average_nov,average_dec,annual_temp,average_jan_rain,average_feb_rain,average_march_rain,average_april_rain,average_june_rain,average_oct_rain,average_nov_rain
39772,69.21,31.31,69.185,31.285,0.05489479,0.008484158,0,166679,144127,0,0,0,-0.152897853,0.018595143,0.152897853,0.018595143,0.099953025,0.024190458,1.11391421,0.026773324,0.898234461,0.021801235,1.208282916,0.039955882,1.520440532,0.060462544,2.052206296,0.069590573,1503.693216,40.5107603,12.05,20.34,22.72,21.58,25.71,44.22,42.41,40.66,42.6,35.83,23.96,17.55,29.14,0.001495577,0.001630151,0.003221841,0.00340087,0.001559908,0.003951224,0.002013854
39777,69.46,31.31,69.435,31.285,0.050283296,0.040996573,0,204307,103518,2083,731,167,-0.113107083,0.036160884,0.113107083,0.036160884,0.011168414,0.04477093,1.22862715,0.047651226,0.815090635,0.030629557,1.085886502,0.043264097,1.392285702,0.100996966,1.94882261,0.082360409,1768.708615,148.1309375,10.15,18.44,21.06,25.14,29.15,42.34,41.16,39.36,40.92,33.99,23.16,16.28,28.43,0.001383892,0.001584716,0.003004385,0.002710433,0.001478621,0.00357049,0.001763832
39782,69.71,31.31,69.685,31.285,0.105001383,0.036575283,0,21264,285387,4129,25,1,-0.061136497,0.059740404,0.061136497,0.059740404,-0.018063583,0.061127276,1.173256501,0.041966103,0.853401672,0.030353676,1.108130988,0.046435164,1.403773833,0.143132229,1.875362026,0.110471593,2006.772964,65.51099514,8.09,18.05,21.04,25.27,31.46,36.06,34.95,33.58,37.86,31.92,21.98,14.83,26.26,0.00122316,0.001473276,0.002754804,0.002382146,0.002056249,0.002267241,0.001305426
39787,69.96,31.31,69.935,31.285,0.199458859,0.054749462,7,37,161141,146443,3170,8,-0.091271179,0.037254453,0.091271179,0.037254453,-0.043195563,0.06025874,1.312188632,0.072945023,0.764370443,0.041170674,1.117973527,0.052204981,1.806844141,0.130310888,1.819899005,0.084178027,2143.000534,191.0446285,3.48,13,14.29,25.17,33.49,30.35,29.12,26.87,31.64,27.46,17.52,10.65,21.92,0.001603738,0.001949735,0.003474599,0.003807292,0.002509683,0.000494368,0.001393269
39792,70.21,31.31,70.185,31.285,0.086247112,0.037826314,0,53349,252840,4336,281,0,-0.151782816,0.034770519,0.151782816,0.034770519,0.044238625,0.044825973,1.244050179,0.048830843,0.805036968,0.03104901,1.167463949,0.049978922,1.621287298,0.139540083,1.955112964,0.085559658,656.9876813,72.90345873,16.55,24.18,23.54,28.4,36.21,39.7,37.07,35.34,37.5,36.26,28.02,21.83,30.38,0.001716826,0.002378025,0.005724486,0.00655578,0.002524389,0.000403687,0.001879598
39797,70.46,31.31,70.435,31.285,0.060720771,0.054356964,321,200191,99478,9206,1546,64,-0.127741324,0.036255431,0.127741324,0.036255431,0.036480956,0.059101213,1.204336145,0.071491405,0.832969087,0.044910153,1.176472462,0.045447414,1.465063544,0.103092752,1.93383593,0.096023178,215.2420721,8.418840148,19.38,26.57,23.87,25.87,32.63,45.34,41.72,39.88,41.16,39.5,31.16,25.62,32.72,0.001288659,0.00188473,0.004058593,0.003964324,0.001432281,0.000488221,0.001208315
39802,70.71,31.31,70.685,31.285,0.145784991,0.126981353,17685,30950,161196,87854,12590,531,-0.030658288,0.137103892,0.030658288,0.137103892,-0.125307137,0.147312853,1.383135557,0.132061924,0.729309055,0.066919462,1.082863265,0.096944287,1.527058101,0.409041114,1.73588174,0.163718359,155.834417,1.968665023,16.26,21.56,21.99,27.22,35.67,36.4,33.12,33.17,31.26,30.99,24.18,19.51,27.61,0.000920547,0.001465746,0.002325177,0.001778945,0.001564177,0.000594275,0.000609473
39807,70.96,31.31,70.935,31.285,0.199295059,0.117062839,0,3428,187569,81063,34774,3972,-0.017262376,0.082881599,0.017262376,0.082881599,-0.117951745,0.124148281,1.327311217,0.154880215,0.762424117,0.078231193,1.058922704,0.097043302,1.573880556,0.197913964,1.762355907,0.111224037,158.44898,2.328491073,15.81,20.55,22.1,26.38,33.93,38.3,37.05,37.91,35.14,32.26,24.79,18.98,28.6,0.00088189,0.001471869,0.001688933,0.001783323,0.001487729,0.000529737,0.00068051
39812,71.21,31.31,71.185,31.285,0.196685489,0.11418046,0,4173,179802,93882,29008,3941,-0.045956899,0.078849233,0.045956899,0.078849233,-0.082263084,0.120300283,1.304484212,0.134070066,0.773828337,0.071134503,1.061190968,0.092741045,1.65576012,0.193653919,1.81939081,0.120804927,157.8418691,1.501949551,16.19,23.09,23.31,25.02,31.89,40.36,39.21,38.82,36.93,33.67,25.43,19.36,29.44,0.001093629,0.001740722,0.001816175,0.002138829,0.002243407,0.00030454,0.001317842
39817,71.46,31.31,71.435,31.285,0.019912775,0.042722857,0,271560,36156,2310,769,11,-0.142631738,0.026818616,0.142631738,0.026818616,0.081699324,0.04290747,1.132454264,0.048447932,0.884405803,0.032715762,1.141223303,0.030515351,1.389451877,0.077048072,2.058720971,0.075008131,158.0071799,2.201129215,17.86,25.12,23.31,27.67,33.49,46.5,45.14,43.16,42.3,39.17,30.14,24.09,33.16,0.001206029,0.001462567,0.001592496,0.001701764,0.001432281,0.000325366,0.000940062
39822,71.71,31.31,71.685,31.285,0.006184565,0.030069621,0,292845,16851,945,145,20,-0.150280722,0.017224521,0.150280722,0.017224521,0.09859771,0.028480466,1.111296146,0.036217493,0.900681904,0.026260583,1.148077482,0.022057067,1.372331615,0.065982472,2.092029723,0.061106245,160.7363361,1.875294004,18.35,25,24.43,23.31,28.93,46.06,44.56,41.68,43.21,40.23,31.39,23.52,32.56,0.00141781,0.001454633,0.001473252,0.001422602,0.001564177,0.000861521,0.000865216
39827,71.96,31.31,71.935,31.285,0.002670251,0.014566992,0,307419,3307,80,0,0,-0.141665444,0.010744147,0.141665444,0.010744147,0.087557866,0.015813947,1.116016969,0.016794984,0.896251038,0.013148209,1.14103489,0.013974703,1.337669929,0.031640504,2.069071414,0.040290562,163.2501628,2.403042166,17.85,25.07,24.75,26.14,32.47,43.38,43.74,40.99,43.66,40.25,31.52,23.62,32.79,0.001513497,0.001413598,0.001372545,0.001432934,0.001487729,0.001323232,0.00097465
39832,72.21,31.31,72.185,31.285,0.19429612,0.130945341,0,32070,150737,86249,35871,5879,-0.011460075,0.087436249,0.011460075,0.087436249,-0.134643765,0.136889612,1.362796922,0.184200896,0.746015746,0.091845533,1.047048641,0.114752962,1.552646184,0.255809285,1.754245188,0.11910315,153.5080637,2.618026492,16.41,21.25,24.04,22.02,27.59,36.23,35.97,34.3,33.25,32.08,25.8,21.61,27.55,0.001451097,0.001100409,0.001156382,0.001500221,0.002243407,0.001338686,0.000923799
39837,72.46,31.31,72.435,31.285,0.142938232,0.092332864,0,20726,217731,61096,11199,54,-0.03421681,0.063650752,0.03421681,0.063650752,-0.090084393,0.099353425,1.291988314,0.122942233,0.780157204,0.06524451,1.105983282,0.081009228,1.441286076,0.155829417,1.758128929,0.09985902,157.9401254,1.730895495,15.93,20.62,22.91,21.45,24.72,36.18,35.09,35.04,34.76,33.25,26.18,20.95,27.26,0.001529408,0.001007418,0.001168489,0.001500538,0.001432281,0.002038497,0.001028423
39842,72.71,31.31,72.685,31.285,0.253999022,0.107913222,0,1458,106623,144936,57169,620,0.03070182,0.075604925,-0.03070182,0.075604925,-0.196707432,0.120475898,1.419355547,0.165963451,0.713833163,0.080081789,1.045729104,0.099298896,1.603074973,0.192698838,1.653280825,0.096933212,173.6968454,1.688307355,16.09,21.23,23.13,21.11,25.46,33.89,33.58,34.06,33.53,32.09,25.03,19.21,26.53,0.001528257,0.001065615,0.001148876,0.001420813,0.001564177,0.003935437,0.000809731
39847,72.96,31.31,72.935,31.285,0.21398731,0.121423927,0,2538,168042,94548,40505,5173,-0.014736459,0.076835161,0.014736459,0.076835161,-0.129573046,0.121369711,1.351493054,0.151497229,0.748461516,0.077106141,1.081133762,0.109808684,1.620410867,0.235570357,1.725236675,0.102503045,179.2110461,1.719906842,15.85,20.47,22.8,25.92,31.3,35.6,33.65,33.68,34.38,32.54,25.33,18.98,27.54,0.001503002,0.001149759,0.001153962,0.001410665,0.001487729,0.003384896,0.000508711
39852,73.21,31.31,73.185,31.285,0.27942768,0.124749767,0,299,96816,122290,85305,6654,0.043182288,0.090290486,-0.043182288,0.090290486,-0.219305796,0.136937163,1.456424667,0.179894436,0.696793431,0.083043807,1.003669853,0.105133223,1.658658002,0.212757313,1.668775485,0.103452152,182.1970414,1.668973078,15.78,20.6,22.8,25.1,32.19,34.51,32.23,32.62,33.34,31.81,24.58,18.77,27.03,0.001454031,0.001293004,0.001132879,0.00137646,0.002243407,0.001909169,0.000428443
39857,73.46,31.31,73.435,31.285,0.261118113,0.128570357,0,103,120619,111195,72046,7401,0.026476311,0.09853842,-0.026476311,0.09853842,-0.184792783,0.149805777,1.403845339,0.187801523,0.724311321,0.090209714,1.033028931,0.117217081,1.647012082,0.19737137,1.695759722,0.114054259,191.0759081,1.427960901,15.24,20.13,22.82,24.85,31.88,35.66,32.73,33.64,33.46,31.65,23.93,19.16,27.1,0.001337183,0.001494215,0.000937827,0.001245799,0.001020138,0.000475479,0.000294963
39862,73.71,31.31,73.685,31.285,0.148494656,0.099850081,2,3048,256292,31377,16491,4154,-0.087655477,0.073091206,0.087655477,0.073091206,-0.04487892,0.106220268,1.313823339,0.124789485,0.767254082,0.065275934,1.134254731,0.095794516,1.626593826,0.185526907,1.82022941,0.111902884,189.9765439,1.459347811,15.7,19.12,22.2,29.82,39.7,38.74,32.92,30.73,29.81,28.8,24.01,19.51,27.59,0.00133287,0.001818923,0.000806326,0.001229782,0.001432281,0.000435083,0.000289349
39867,73.96,31.31,73.935,31.285,0.229132687,0.134145062,0,6448,165192,78029,51135,10560,0.008999884,0.099632989,-0.008999884,0.099632989,-0.165139868,0.147270213,1.395650557,0.191425633,0.728352507,0.087373982,1.037399121,0.106885569,1.608875047,0.270616971,1.717404164,0.117949099,197.381026,3.525076503,14.88,19.75,22.26,26.47,33.53,35.57,31.32,29.15,31.88,30.8,22.29,18.87,26.4,0.001317199,0.002344135,0.000712615,0.001323383,0.001564177,0.000526149,0.00033082
39872,74.21,31.31,74.185,31.285,0.177646774,0.1081074,23,7304,206486,73055,18935,5561,-0.057516636,0.071004192,0.057516636,0.071004192,-0.058678781,0.109037541,1.271387155,0.125676599,0.793569327,0.071912835,1.08291482,0.092581944,1.633903663,0.239443053,1.838685815,0.122765716,204.5884046,3.154042242,16.39,20.1,24.47,25.87,34.89,38,33.35,33.53,33.47,33.05,24.74,19.49,28.11,0.00128489,0.002908377,0.000667083,0.001440876,0.001487729,0.00059502,0.000442589
39877,74.46,31.31,74.435,31.285,0.191806053,0.124659689,398,5551,193192,75925,27484,8814,-0.05123611,0.099943916,0.05123611,0.099943916,-0.070956854,0.143579183,1.292418713,0.148992586,0.78293091,0.080597515,1.056133561,0.102283885,1.673660507,0.277742298,1.855170701,0.157592159,210.9557382,2.525201138,14.92,18.1,21.87,25.78,33.91,35.64,32.52,30.45,30.35,29.94,24.31,19.87,26.47,0.00140649,0.003334933,0.00076964,0.001425512,0.001333575,0.00050283,0.000742951
40057,66.96,31.26,66.935,31.235,0.062682587,0.033782363,61,125229,182017,2192,388,362,-0.126247498,0.030819542,0.126247498,0.030819542,0.049537597,0.037659096,1.167958124,0.030327724,0.856729047,0.020787551,1.168635129,0.030698801,1.4652327,0.096247185,1.963448424,0.066552246,1930.579751,73.83372962,6.41,16.2,21.93,27.51,35.39,46.63,46.87,46.65,41.71,33.34,21.24,13.71,29.8,0.00160957,0.002278197,0.003840025,0.002824495,0.001383299,0.000316246,0.0018099
40069,67.56,31.26,67.535,31.235,0.07492439,0.033998421,3,17592,287192,5369,522,128,-0.140204211,0.030529052,0.140204211,0.030529052,0.105606295,0.043402504,1.073277414,0.033700259,0.932520157,0.026460736,1.18981001,0.040787301,1.543173233,0.06675589,2.082136156,0.092867228,2185.10732,12.24259147,1.73,15.31,21.52,26.61,34.87,49.14,49.11,49.09,44.72,36.1,24.84,15.55,30.72,0.001273457,0.001947214,0.00334789,0.00175741,0.00151295,0.000384018,0.002139791
40074,67.81,31.26,67.785,31.235,0.067676171,0.009216627,0,27095,283711,0,0,0,-0.155118048,0.015895786,0.155118048,0.015895786,0.122705031,0.018659887,1.068436613,0.013128707,0.936092096,0.011660641,1.194336403,0.036574155,1.566516605,0.046489731,2.118801857,0.066572232,2299.706257,23.57414273,5.2,16.95,22.22,23.67,29.7,49.25,49.37,48.31,43.8,35.65,23.75,15.49,30.28,0.001257639,0.001454131,0.0031043,0.002009001,0.001682908,0.000734065,0.002008819
40079,68.06,31.26,68.035,31.235,0.062694317,0.009054028,0,53126,257680,0,0,0,-0.144136053,0.023958413,0.144136053,0.023958413,0.102276179,0.025575216,1.088898155,0.015516734,0.918529469,0.01310012,1.155826303,0.023565703,1.5176726,0.072953358,2.095179533,0.069010145,2265.935967,71.78465312,5.89,16.83,19.35,26.62,31.68,46.66,46.67,45.23,41.56,32.89,21.64,13.58,29.05,0.001346274,0.001184693,0.003078291,0.002380297,0.001771291,0.001286516,0.001872136
40084,68.31,31.26,68.285,31.235,0.063421877,0.009376401,0,43378,267426,2,0,0,-0.123086588,0.018991826,0.123086588,0.018991826,0.08669601,0.02468772,1.076546463,0.022232934,0.929269287,0.019193398,1.177079786,0.023115174,1.455468266,0.058276424,2.041355798,0.062594692,2107.077106,66.85839576,9.32,18.92,22.54,18.36,23.4,48.86,47.57,47.19,43.22,34.97,23.36,15.84,29.46,0.001306952,0.001103367,0.002986195,0.002529212,0.001325768,0.001547368,0.001818658
40089,68.56,31.26,68.535,31.235,0.078587865,0.014192101,0,8977,301805,24,0,0,-0.111193864,0.02686708,0.111193864,0.02686708,0.063232885,0.031679286,1.101786066,0.02318111,0.908013713,0.01908299,1.150582743,0.02884023,1.465661055,0.075930575,2.007112958,0.077381857,2265.794505,73.98886241,5.22,13.83,16.59,23.76,28.8,41.05,39.93,38.53,36.99,29.2,18.95,11.81,25.39,0.001119972,0.001058276,0.002616998,0.002491428,0.001424784,0.004003013,0.001767432
40094,68.81,31.26,68.785,31.235,0.05853349,0.010202446,0,110938,199826,42,0,0,-0.138495364,0.039330734,0.138495364,0.039330734,0.111760584,0.044400264,1.056001911,0.019738364,0.947285059,0.017506392,1.191846522,0.037884832,1.490275896,0.10610874,2.096869687,0.121552408,1978.775301,17.65357281,6.9,20.83,24.39,25.19,29.77,47.33,44.62,45.19,44.21,37.08,26.12,17.94,30.8,0.001064175,0.001116602,0.002688267,0.002977888,0.001497552,0.00366513,0.001660496
40099,69.06,31.26,69.035,31.235,0.058967008,0.015393605,0,129073,181708,25,0,0,-0.174443157,0.031501794,0.174443157,0.031501794,0.125500763,0.039040028,1.105813755,0.032414338,0.90509411,0.026197417,1.159078557,0.03345024,1.605049903,0.107071002,2.154937549,0.100663362,1674.726425,40.267029,13.33,21.56,23.54,26.12,32.67,45.37,43.67,42.63,44.18,37.13,25.95,18.79,31.24,0.001149217,0.001261872,0.002755942,0.002782055,0.001686005,0.002263959,0.001749949
40104,69.31,31.26,69.285,31.235,0.033551567,0.02047807,0,285768,24018,457,6,0,-0.098473323,0.030732667,0.098473323,0.030732667,0.033746346,0.040561111,1.139808251,0.04284835,0.878538174,0.031495259,1.125216455,0.0390492,1.306437313,0.090272236,1.963179221,0.081372535,1447.289402,61.87432897,13.38,20.47,24.07,26.72,33.67,45.38,43.18,42.07,43.18,36.09,24.64,17.59,30.87,0.001085429,0.001266992,0.002567998,0.002067864,0.002366831,0.00049001,0.00157471
40109,69.56,31.26,69.535,31.235,0.090713588,0.076373993,0,82778,206624,14493,4884,1470,-0.078226392,0.07815058,0.078226392,0.07815058,0.008067391,0.092646903,1.154647106,0.0719085,0.869035001,0.048605155,1.129933602,0.071872306,1.419179014,0.187134952,1.92083188,0.184851685,1822.62544,57.73868316,11.07,20.53,21.8,27.83,37.98,40.14,38.07,36.85,40.83,35,25.34,18.12,29.46,0.00102245,0.001237979,0.002438324,0.00192352,0.001325768,0.000417357,0.001394199
40114,69.81,31.26,69.785,31.235,0.071940635,0.025710459,0,65881,243355,1013,0,0,-0.12964854,0.031088574,0.12964854,0.031088574,0.054038369,0.03722458,1.165483402,0.036397698,0.858805927,0.026681332,1.154695744,0.033705701,1.503627344,0.108512822,1.984249683,0.084598088,1493.020768,66.68257226,13.14,20.68,22.51,31.95,41.66,38.16,37.14,36.35,40.42,34.82,24.99,18.46,30.02,0.001361512,0.001309463,0.002560516,0.002634298,0.001424784,0.000505986,0.001217586
40119,70.06,31.26,70.035,31.235,0.222253706,0.080188499,0,2621,121159,169138,16908,423,-0.080847448,0.060763779,0.080847448,0.060763779,-0.058748811,0.09408232,1.329689669,0.109770984,0.756854881,0.058415373,1.050531509,0.073525954,1.868919578,0.221747212,1.859990459,0.119494574,1311.461105,196.3051634,11.89,17.04,18.6,26.32,33.47,32.12,29.91,25.88,30.85,30.14,21.66,16.69,24.55,0.001639078,0.001978383,0.005068733,0.006062425,0.001497552,0.000606803,0.001835927
40124,70.31,31.26,70.285,31.235,0.082245712,0.033397986,22,50335,257000,2749,131,12,-0.138920738,0.030129515,0.138920738,0.030129515,0.037447727,0.037582748,1.227972048,0.03599943,0.81504498,0.023473197,1.125006269,0.039994811,1.565552701,0.123527233,1.970761969,0.076729909,408.4125762,71.94656011,17.36,24.68,24.79,24.64,33.67,39.54,37.63,35.89,38.01,36.62,28.74,22.16,30.31,0.001393032,0.001616962,0.004194272,0.004463249,0.001686005,0.000547885,0.001476032
40129,70.56,31.26,70.535,31.235,0.078314064,0.074941481,2,159997,127067,18701,4273,209,-0.115177938,0.051313652,0.115177938,0.051313652,-0.005714249,0.075678051,1.278895017,0.083340447,0.784849814,0.045331949,1.154342576,0.058407575,1.483465894,0.138033953,1.867024487,0.096440832,183.6777515,4.26103198,17.71,25.12,23.24,26.25,33.55,42.24,38.05,37,36.76,35.84,29.63,22.54,30.66,0.000969801,0.001136557,0.002359196,0.001875518,0.001783057,0.000322609,0.000799368
40134,70.81,31.26,70.785,31.235,0.13557897,0.161498973,20476,60902,132465,63152,30801,2453,0.046206273,0.162704066,-0.046206273,0.162704066,-0.183751277,0.178143974,1.344895971,0.157519289,0.752941218,0.081224227,1.044570812,0.092174567,1.33926285,0.482261114,1.691211285,0.202148993,153.1328624,2.271403733,15.31,19.61,21.74,30.05,38.08,32.09,29.32,30.21,29.61,29.15,23.51,19.51,26.52,0.000823118,0.001004563,0.001299015,0.001615696,0.001325768,0.000290797,0.000356983
40139,71.06,31.26,71.035,31.235,0.168974566,0.117257824,0,12782,206664,63014,22083,5706,-0.070782565,0.079825419,0.070782565,0.079825419,-0.049337145,0.117109863,1.281417378,0.118562736,0.786328723,0.064520163,1.093312146,0.097417074,1.645691074,0.210102671,1.85010353,0.121912505,158.8450104,1.772803856,16.14,21.69,22.87,26.55,33.23,41.09,39.91,39.2,37.09,34.24,25.48,19.25,29.73,0.001138736,0.0013471,0.001477781,0.002198893,0.001424784,0.000756905,0.001100766
40144,71.31,31.26,71.285,31.235,0.102760589,0.09950795,0,130602,126564,45321,7430,332,-0.09824296,0.062355697,0.09824296,0.062355697,0.007640702,0.099129019,1.205335972,0.104468925,0.835161499,0.064438363,1.112789211,0.0673615,1.510007897,0.157451649,1.935535683,0.137196785,155.3126947,1.663107366,17.3,23.86,23.2,25.97,31.17,44.61,42.47,40.92,40.07,36.49,28.14,21.95,31.35,0.001232386,0.001032475,0.001266781,0.001660997,0.001497552,0.000642706,0.000687206
40149,71.56,31.26,71.535,31.235,0.031704953,0.052893006,0,250255,54099,4655,1224,16,-0.140222273,0.031600063,0.140222273,0.031600063,0.074168942,0.052429021,1.144636276,0.059945449,0.875724338,0.040322003,1.138987362,0.03442183,1.417129241,0.097243267,2.044910636,0.091037473,155.7889852,3.094261411,18.08,24.85,24.02,22.87,28.04,46.66,44.8,42.76,43.01,39.4,29.31,23.76,32.3,0.001329259,0.001000914,0.001198391,0.001328995,0.001686005,0.001286516,0.000669297
40154,71.81,31.26,71.785,31.235,0.003217093,0.015422689,0,307005,3076,168,0,0,-0.142626374,0.010203941,0.142626374,0.010203941,0.090960777,0.013796168,1.110568382,0.01370766,0.900540372,0.010576245,1.14117699,0.013937954,1.341882488,0.03602228,2.076993834,0.032354449,160.8204296,2.314320582,18.44,25.95,24.43,22.12,26.56,46.11,43.52,42.17,43.61,40.57,31.6,23.56,32.39,0.001452333,0.001002707,0.00112351,0.001344892,0.002366831,0.001547368,0.000825637
40159,72.06,31.26,72.035,31.235,0.219894601,0.151145793,7619,11786,137625,88894,55419,8906,0.039956648,0.11221794,-0.039956648,0.11221794,-0.201223404,0.155310266,1.415345738,0.189446723,0.718488988,0.091087229,1.028893341,0.114215738,1.509489475,0.318832032,1.677388807,0.143094644,150.8822751,1.977449272,16.64,20.91,23.27,21.42,28.45,33.7,34.06,32.67,31.48,30.23,24.8,19.93,26.46,0.001242231,0.000693254,0.000951326,0.001482299,0.001325768,0.004003013,0.000664902
40164,72.31,31.26,72.285,31.235,0.192605488,0.108138477,0,11080,169157,102525,27040,447,0.005116374,0.06947523,-0.005116374,0.06947523,-0.146441375,0.112918023,1.343440817,0.1498304,0.752890324,0.07711424,1.056086015,0.08669879,1.481076168,0.18321675,1.714468024,0.104496135,154.8117031,2.011748059,15.49,21.43,24.23,28.05,32.89,35.54,35.76,35.73,36.17,33.06,25.91,20.26,28.71,0.001331465,0.000782219,0.000986222,0.001552752,0.001424784,0.00366513,0.000765284
40169,72.56,31.26,72.535,31.235,0.263638755,0.118346749,0,147,107020,128973,72566,1543,0.041402519,0.084766843,-0.041402519,0.084766843,-0.212894836,0.134947779,1.442763168,0.188306604,0.704502641,0.088233597,1.026501907,0.106268983,1.604191504,0.191568752,1.654349764,0.100091286,164.4968334,2.675825994,16.02,21.28,23.19,27.26,36.49,35.18,34.35,35.08,34.16,32.69,25.83,19.58,28.43,0.001334362,0.000900404,0.000959152,0.001471942,0.001497552,0.002263959,0.000635185
40174,72.81,31.26,72.785,31.235,0.174821611,0.092699641,0,12432,187819,97151,12689,158,-0.025025737,0.062245396,0.025025737,0.062245396,-0.119373826,0.097169639,1.345200436,0.117948645,0.748781849,0.062168806,1.088578045,0.077547519,1.512647938,0.174613452,1.723390599,0.0999822,172.6284667,2.360058699,15.68,20.68,23.75,28.99,37.69,37.39,34.43,33.85,34.1,33.94,26.65,19.02,28.85,0.001311551,0.0008438,0.000910453,0.001356901,0.001686005,0.00049001,0.000502819
40179,73.06,31.26,73.035,31.235,0.245768302,0.118145815,18,4467,116984,132886,50044,5850,0.027767406,0.080748319,-0.027767406,0.080748319,-0.198101106,0.125225731,1.433880013,0.174288952,0.707013431,0.079988329,1.016288981,0.09490995,1.592812354,0.226786214,1.680194843,0.097573597,178.7885261,1.779574667,16.01,20.51,23.54,29.57,39.65,34.58,33.24,32.59,33.31,32.24,26.02,19.65,28.41,0.001298998,0.000825514,0.000926469,0.001258074,0.001965399,0.000417357,0.000468809
40184,73.31,31.26,73.285,31.235,0.274008941,0.116768398,0,1211,93909,137348,73089,4692,0.035154505,0.084537606,-0.035154505,0.084537606,-0.206816718,0.128439103,1.438674645,0.168475788,0.704211134,0.078542708,1.015596215,0.105644509,1.663652292,0.209207222,1.671599586,0.096675371,184.5904385,1.750522852,15.79,20.73,23.02,31.44,40.6,34.69,32.16,32.92,33.13,31.6,24.49,19.92,28.37,0.001153295,0.000999272,0.000795613,0.001157738,0.001454519,0.000505986,0.000295546
40189,73.56,31.26,73.535,31.235,0.155667093,0.097634499,0,1112,253946,34373,17082,3736,-0.082062891,0.07405301,0.082062891,0.07405301,-0.059210956,0.104416459,1.336493591,0.118738451,0.753586087,0.061152312,1.150932412,0.102131402,1.631339601,0.177082295,1.781060535,0.100845223,186.3358616,1.207909745,15.73,19.36,22.37,26.34,34.96,39.18,32.42,31.14,29.76,28.72,25.14,20.39,27.13,0.001148773,0.001247494,0.000689931,0.00115836,0.001663438,0.000606803,0.000288887
40194,73.81,31.26,73.785,31.235,0.202429758,0.119512447,309,12165,170484,92199,28675,6417,-0.016598152,0.095435568,0.016598152,0.095435568,-0.128804412,0.129332782,1.355071314,0.14860259,0.746144065,0.075408787,1.052498896,0.105513942,1.604697388,0.289464537,1.753774549,0.122416158,191.0739781,3.019228688,15.35,19.58,22.11,24.06,34.12,36.18,31.8,30.17,31.11,30.45,23.08,19.22,26.44,0.001147051,0.001760335,0.000595552,0.001226494,0.001632227,0.000547885,0.000318379
40199,74.06,31.26,74.035,31.235,0.193544669,0.12613495,0,780,209031,57204,34145,9089,-0.041284065,0.092739762,0.041284065,0.092739762,-0.088928603,0.137908766,1.314867542,0.15816452,0.769991845,0.079501237,1.086886404,0.116355477,1.636463002,0.217766426,1.79514967,0.116569574,201.8756937,2.220563073,15.55,19.85,22.76,26.28,35.08,36.92,32.7,32.97,33.72,31.84,22.78,19.09,27.46,0.001142685,0.002195623,0.000560797,0.00144814,0.001942225,0.000322609,0.000410734
40204,74.31,31.26,74.285,31.235,0.22921837,0.135780069,1,585,164075,90967,37540,17081,-0.0309796,0.094693947,0.0309796,0.094693947,-0.104531102,0.141087192,1.330582113,0.164645026,0.761809128,0.08371488,1.051731416,0.118268123,1.739515389,0.283091203,1.802298895,0.11821978,206.649716,3.205504659,15.52,18.3,22.27,28.34,36.23,36.65,32.85,33.1,32.24,31.12,23.07,19.21,27.41,0.001287763,0.002661553,0.000694608,0.001445753,0.001256468,0.000290797,0.000667059
40209,74.56,31.26,74.535,31.235,0.113973131,0.102067862,2,58935,208439,28145,10500,4228,-0.136663164,0.078614571,0.136663164,0.078614571,0.066714736,0.119219257,1.159646864,0.124098803,0.870158389,0.074501555,1.082640943,0.076746886,1.674460804,0.186152971,2.100477294,0.171945198,210.8785418,2.373934275,14.48,17.9,20.67,26.49,33.78,36.15,30.93,29.03,29.44,30.55,26.04,19.4,26.24,0.001650786,0.003042664,0.000734195,0.001374447,0.001730508,0.000756905,0.001133597
40387,66.96,31.21,66.935,31.185,0.057170582,0.017376981,0,147222,163183,295,78,28,-0.141244024,0.020909075,0.141244024,0.020909075,0.071588451,0.024076849,1.151571817,0.017713338,0.868580562,0.013285963,1.164377361,0.024542103,1.491905079,0.067501293,2.014793666,0.054752777,2084.989391,72.99365916,3.56,16.36,21.8,26.18,32.43,48.2,49.03,48.38,43.42,34.94,23.01,14.71,30.17,0.001609,0.002295145,0.003817202,0.002910031,0.001598687,0.001323232,0.001805954
40392,67.21,31.21,67.185,31.185,0.047379233,0.008060255,0,269435,41368,3,0,0,-0.163839984,0.01388155,0.163839984,0.01388155,0.125615432,0.017271438,1.081325779,0.017368859,0.925001834,0.014767813,1.146278064,0.020358039,1.530980065,0.041803952,2.160822249,0.048523885,2158.983568,41.0188028,1.2,15.96,21.9,24.8,30.59,49.28,49.4,48.85,43.72,35.48,23.29,15.27,29.98,0.001692494,0.002315286,0.004011068,0.002751935,0.002040915,0.001338686,0.001869773
